"codigo";"nombre";"nombre_especifico";"departamento";"unidad_responsable";"ruta";"tipo_actuacion";"tipo_procedimiento";"inicio_tramite";"ambito";"nivel_administrativo";"codigo_sia";"fecha_actualizacion_sia";"fecha_publicacion";"fecha_ultima_modificacion";"familia";"fecha_inicio";"fecha_fin";"observaciones_plazo"
4565;"Expedición de certificados.";"Informe de la inscripción en el Registro de Producción y Gestión de Residuos de Canarias.";"Dirección General  Lucha contra el cambio climático y Medio ambiente";"Consejería de Transición Ecológica, Lucha contra el Cambio Climático y Planificación Territorial";"Gobierno de Canarias >> Consejería de Transición Ecológica, Lucha contra el Cambio Climático y Planificación Territorial >> Viceconsejería lucha contra el cambio climático >> Dirección General  Lucha contra el cambio climático y Medio ambiente >> Servicio Residuos";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"OFICIO";"COMUN";"Nivel 4: Tramitación electrónica completa";"220987";"2022-09-07 22:00:07.977";"2022-09-07 13:46:06.284";"07/09/2022 13:46";"Registros Administrativos";"_Z";"_Z";"_U"
4566;"Autorización de la línea límite de edificación a una distancia inferior a la establecida en carreteras regionales que discurran por núcleos de población.";"_U";"Dirección General de Infraestructura Viaria";"Consejería de Obras Públicas, Transportes y Vivienda";"Gobierno de Canarias >> Consejería de Obras Públicas, Transportes y Vivienda >> Viceconsejería de Infraestructuras y Transportes >> Dirección General de Infraestructura Viaria >> Unidad de Apoyo al Director General de Infraestructura Viaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220990";"2021-04-23 22:00:03.362";"2021-04-23 13:19:34.12";"23/04/2021 13:19";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
4572;"Solicitud de adopción de medidas cautelares relativas a  la interposición de reclamación en los procedimientos de contratación en los sectores especiales del agua, energía, transportes y servicios postales.";"_U";"Viceconsejería de Hacienda, Planificación y Asuntos Europeos";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Viceconsejería de Hacienda, Planificación y Asuntos Europeos >> Tribunal adtvo. de contratos públicos";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221217";"2021-02-15 23:00:02.591";"2021-02-15 13:46:24.834";"15/02/2021 13:46";"Recursos Administrativos";"_Z";"_Z";"_U"
4574;"Convalidación de titulaciones profesionales del sector pesquero";"_U";"Dirección General de Pesca";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Dirección General de Pesca >> Servicio de Estructuras Pesqueras";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221001";"2020-05-18 21:16:00.916";"2020-05-18 15:17:42.151";"18/05/2020 15:17";"Convalidaciones";"_Z";"_Z";"_U"
4576;"Autorización de cambio de titularidad de contratos de compraventa en vivienda protegida de promoción pública cuyo plazo de amortización no se halle vencido";"_U";"Instituto Canario de Vivienda";"Consejería de Obras Públicas, Transportes y Vivienda";"Gobierno de Canarias >> Consejería de Obras Públicas, Transportes y Vivienda >> Instituto Canario de Vivienda >> Servicio Asesoría Técnica adjudicación";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220940";"2019-04-27 09:08:47.517";"2019-04-26 11:22:39.244";"26/04/2019 11:22";"Autorizaciones, Licencias y Permisos";"19/09/2016 22:00";"04/10/2016 21:59";"_U"
4578;"Modificación de datos en el Registro de Explotaciones Ganaderas de Canarias";"_U";"Dirección General de Ganadería";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Dirección General de Ganadería >> Servicio de Industrias, Registro y Bienestar Animal";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221120";"2021-03-11 23:00:07.773";"2021-03-11 12:45:49.294";"11/03/2021 12:45";"Registros Administrativos";"_Z";"_Z";"_U"
4582;"Declaración de actividades, y de bienes, derechos y obligaciones patrimoniales de los altos cargos de la Administración Pública de la Comunidad Autónoma de Canarias";"_U";"Dirección General de Modernización y Calidad de los Servicios";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de Modernización y Calidad de los Servicios >> Servicio de Régimen Interior, Asuntos Generales y Registro de Intereses";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1940599";"2020-12-10 23:00:11.691";"2020-12-10 15:04:52.306";"10/12/2020 15:04";"Registros Administrativos";"_Z";"_Z";"_U"
4597;"Publicidad del listado compresivo de deudores a la Hacienda Pública de la Comunidad Autónoma de Canarias por deudas o sanciones tributarias que cumplan las condiciones del artículo 95 bis de la LGT";"_U";"Agencia Tributaria Canaria";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Agencia Tributaria Canaria >> Dirección >> Subdirección de Recaudación >> Dependencia de Recaudación >> Administración Recaudación de Las Palmas";"PROCEDIMIENTO";"COMUNICACION_PREVIA_DECLARACION_RESPONSABLE";"INTERESADO";"ESPECIFICO";"Nivel 1: Información";"220932";"2017-06-13 21:22:35.529";"2017-05-19 08:36:10.747";"13/06/2017 21:07";"Gestión Tributaria";"_Z";"_Z";"_U"
4598;"Expedientes de enajenación gratuita de bienes inmuebles y derechos patrimoniales";"Cesión a los municipios de carreteras regionales o insulares, o tramos determinados de ellas, cuando adquieran la condición de vías urbanas.";"Dirección General de Infraestructura Viaria";"Consejería de Obras Públicas, Transportes y Vivienda";"Gobierno de Canarias >> Consejería de Obras Públicas, Transportes y Vivienda >> Viceconsejería de Infraestructuras y Transportes >> Dirección General de Infraestructura Viaria >> Unidad de Apoyo al Director General de Infraestructura Viaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"COMUN";"Nivel 4: Tramitación electrónica completa";"221011";"2021-05-10 13:33:40.684";"2021-05-10 13:33:34.986";"10/05/2021 13:33";"Otras";"_Z";"_Z";"_U"
4614;"Reconocimiento del derecho a pensiones no contributivas por jubilación.";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221285";"2022-04-19 22:00:18.878";"2022-04-19 08:04:19.021";"19/04/2022 08:04";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
4618;"Autorización de nombramiento de director técnico farmacéutico de entidades de distribución de medicamentos de uso humano.";"_U";"Servicio Canario de la Salud (SCS)";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Servicio Canario de la Salud (SCS) >> Dirección del Servicio Canario de Salud >> Servicio Ordenación Farmacéutica";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221216";"2022-03-08 23:00:13.812";"2022-03-08 10:53:06.619";"08/03/2022 10:53";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
4629;"Expedientes sancionadores";"Expedientes Sancionadores de Servicios de Comunicación Audiovisual.";"Agencia Canaria de Investigación, Innovación y Sociedad de la Información";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Agencia Canaria de Investigación, Innovación y Sociedad de la Información >> Inspección de medios de comunicación";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"OFICIO";"COMUN";"Nivel 4: Tramitación electrónica completa";"245140";"2022-05-17 22:00:04.759";"2022-05-17 10:54:17.518";"17/05/2022 10:54";"Infracciones y Sanciones";"_Z";"_Z";"_U"
4635;"Ampliación de las listas de empleo para el nombramiento del personal docente interino del Cuerpo de Profesores de Enseñanza Secundaria y Formación Profesional.";"_U";"Dirección General de Personal";"Consejería de Educación, Universidades, Cultura y Deportes";"Gobierno de Canarias >> Consejería de Educación, Universidades, Cultura y Deportes >> Viceconsejería de Educación, Universidades y Deportes >> Dirección General de Personal >> Servicio de Gestión de Recursos Humanos";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 3: Descarga y envío electrónico de formularios";"221283";"2021-10-22 22:00:02.341";"2021-10-22 12:52:33.598";"22/10/2021 12:52";"Procesos de Selección";"_Z";"_Z";"_U"
4637;"Revisión anual de las pensiones no contributivas por invalidez";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1976860";"2022-04-19 22:00:18.878";"2022-04-19 07:45:44.638";"19/04/2022 07:45";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
4639;"Reconocimiento del derecho a pensiones no contributivas por invalidez.";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221215";"2022-04-19 22:00:18.878";"2022-04-19 08:42:58.389";"19/04/2022 08:42";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
4640;"Revisión por cambio de circunstancias de las pensiones no contributivas por invalidez";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1977810";"2022-04-19 22:00:18.879";"2022-04-19 08:05:48.254";"19/04/2022 08:05";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
4641;"Revisión por cambio de circunstancias de las pensiones no contributivas por jubilación";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1976861";"2022-04-19 22:00:18.879";"2022-04-19 08:06:57.714";"19/04/2022 08:06";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
4642;"Revisión anual de las pensiones no contributivas por jubilación";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1976859";"2022-04-19 22:00:18.878";"2022-04-19 08:20:16.979";"19/04/2022 08:20";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
4643;"Solicitud de la tarjeta de estacionamiento para personas con discapacidad que presenten movilidad reducida.";"_U";"Dirección General de Dependencia y Discapacidad";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Dependencia y Discapacidad";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221062";"2022-06-20 09:31:24.731";"2022-06-20 09:31:17.876";"20/06/2022 09:31";"Acreditaciones, Carnés y Habilitaciones";"_Z";"_Z";"_U"
4644;"Solicitud de la tarjeta de estacionamiento provisional  por enfermedad o patología de extrema gravedad.";"_U";"Dirección General de Dependencia y Discapacidad";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Dependencia y Discapacidad";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221174";"2022-06-20 09:41:53.177";"2022-06-20 09:41:47.643";"20/06/2022 09:41";"Acreditaciones, Carnés y Habilitaciones";"_Z";"_Z";"_U"
4645;"Comunicación de inicio de actividad de distribución de productos sanitarios.";"_U";"Servicio Canario de la Salud (SCS)";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Servicio Canario de la Salud (SCS) >> Dirección del Servicio Canario de Salud >> Servicio Ordenación Farmacéutica";"PROCEDIMIENTO";"COMUNICACION_PREVIA_DECLARACION_RESPONSABLE";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2099923";"2022-03-08 23:00:13.812";"2022-03-08 10:53:25.88";"08/03/2022 10:53";"Comunicaciones Previas";"_Z";"_Z";"_U"
4647;"Solicitud de la tarjeta de estacionamiento para vehículos destinados al transporte colectivo de personas con discapacidad.";"_U";"Dirección General de Dependencia y Discapacidad";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Dependencia y Discapacidad";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221280";"2022-06-23 10:08:11.272";"2022-06-23 10:05:09.322";"23/06/2022 10:05";"Acreditaciones, Carnés y Habilitaciones";"_Z";"_Z";"_U"
4649;"Autorizaciones de ámbito nacional para el transporte sanitario público (VS)";"_U";"Dirección General de Transportes";"Consejería de Obras Públicas, Transportes y Vivienda";"Gobierno de Canarias >> Consejería de Obras Públicas, Transportes y Vivienda >> Viceconsejería de Infraestructuras y Transportes >> Dirección General de Transportes >> Servicio de Transporte Terrestre";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2084361";"2020-11-11 23:00:06.114";"2020-11-11 13:33:32.016";"11/11/2020 13:33";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
4651;"Modificación de la Inscripción en el Registro de Solicitantes de Subvenciones al Departamento";"_U";"Secretaría General Técnica";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Secretaría General Técnica >> Servicio de Actuación Administrativa";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221150";"2022-08-23 22:00:05.039";"2022-08-23 07:27:03.077";"23/08/2022 07:27";"Registros Administrativos";"_Z";"_Z";"_U"
4665;"Procedimiento Sancionador";"Procedimiento sancionador en materia turística";"Dirección General de Ordenación y Promoción Turística";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de Turismo >> Dirección General de Ordenación y Promoción Turística >> Servicio de Inspección y Sanciones";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"OFICIO";"COMUN";"Nivel 4: Tramitación electrónica completa";"221359";"2019-03-29 23:15:18.882";"2019-03-29 13:05:19.225";"29/03/2019 13:05";"Infracciones y Sanciones";"_Z";"_Z";"_U"
4716;"Comunicación de puestos de trabajo ocupados por personas con discapacidad";"_U";"Servicio Canario de Empleo (SCE)";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Servicio Canario de Empleo (SCE) >> Subdirección de Empleo";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221315";"2020-12-06 23:00:01.428";"2020-12-06 18:56:51.404";"06/12/2020 18:56";"Otras";"_Z";"_Z";"_U"
4720;"Recursos ante la Junta Canaria de Garantías Electorales del Deporte";"_U";"Dirección General de Deportes";"Consejería de Educación, Universidades, Cultura y Deportes";"Gobierno de Canarias >> Consejería de Educación, Universidades, Cultura y Deportes >> Viceconsejería de Educación, Universidades y Deportes >> Dirección General de Deportes >> Servicio de deportes";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2084304";"2021-11-15 23:00:10.74";"2021-11-15 07:56:40.237";"15/11/2021 07:56";"Recursos Administrativos";"_Z";"_Z";"_U"
4724;"Modificación de datos de la inscripción en el Registro de Proveedores de Semillas y Plantas de Vivero";"_U";"Dirección General de Agricultura";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Dirección General de Agricultura >> Servicio de Producción y Reg. Agricolas";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"687949";"2020-04-29 21:15:34.191";"2020-04-29 13:06:18.341";"29/04/2020 13:06";"Registros Administrativos";"_Z";"_Z";"_U"
4725;"Cancelación de la inscripción en el Registro de Proveedores de Semillas y Plantas de Vivero";"_U";"Dirección General de Agricultura";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Dirección General de Agricultura >> Servicio de Producción y Reg. Agricolas";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1987075";"2020-04-29 21:15:34.29";"2020-04-29 12:57:51.652";"29/04/2020 12:57";"Registros Administrativos";"_Z";"_Z";"_U"
4727;"Denuncias en materia de certificación de eficiencia energética";"_U";"Dirección General de Energía";"Consejería de Transición Ecológica, Lucha contra el Cambio Climático y Planificación Territorial";"Gobierno de Canarias >> Consejería de Transición Ecológica, Lucha contra el Cambio Climático y Planificación Territorial >> Viceconsejería lucha contra el cambio climático >> Dirección General de Energía >> Área de Energía >> Servicio eficiencia energética y nuevas energías";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1848325";"2021-08-31 22:00:04.626";"2021-08-31 13:23:47.855";"31/08/2021 13:23";"Infracciones y Sanciones";"_Z";"_Z";"_U"
4728;"Modificación de conciertos educativos por reducción de unidades concertadas no puestas en funcionamiento.";"_U";"Dirección General de Centros, Infraestructura y Promoción Educativa";"Consejería de Educación, Universidades, Cultura y Deportes";"Gobierno de Canarias >> Consejería de Educación, Universidades, Cultura y Deportes >> Viceconsejería de Educación, Universidades y Deportes >> Dirección General de Centros, Infraestructura y Promoción Educativa >> Servicio centros concertados";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"278190";"2022-07-07 22:00:08.851";"2022-07-07 11:12:17.092";"07/07/2022 11:12";"Otras";"_Z";"_Z";"_U"
4735;"Reconocimiento previo de la aplicación del tipo cero del IGIC en las entregas e importaciones de bienes y prestaciones de servicios, con destino a la ejecución de una producción cinematográfica o de otras obras audiovisuales.";"_U";"Agencia Tributaria Canaria";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Agencia Tributaria Canaria";"PROCEDIMIENTO";"COMUNICACION_PREVIA_DECLARACION_RESPONSABLE";"INTERESADO";"ESPECIFICO";"Nivel 2: Descarga formularios";"221345";"2021-11-23 23:00:03.229";"2021-11-23 12:53:26.01";"23/11/2021 12:53";"Gestión Tributaria";"_Z";"_Z";"_U"
4750;"Cancelación de la inscripción de entidades inscritas en el Registro de Entidades Deportivas de Canarias";"_U";"Dirección General de Deportes";"Consejería de Educación, Universidades, Cultura y Deportes";"Gobierno de Canarias >> Consejería de Educación, Universidades, Cultura y Deportes >> Viceconsejería de Educación, Universidades y Deportes >> Dirección General de Deportes >> Servicio de deportes";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1996678";"2022-02-28 23:00:06.425";"2022-02-28 08:12:04.643";"28/02/2022 08:12";"Registros Administrativos";"_Z";"_Z";"_U"
4763;"Actuaciones de inspección en materia de comunicación audiovisual";"_U";"Agencia Canaria de Investigación, Innovación y Sociedad de la Información";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Agencia Canaria de Investigación, Innovación y Sociedad de la Información >> Inspección de medios de comunicación";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"223557";"2022-05-16 22:00:10.667";"2022-05-16 10:02:13.168";"16/05/2022 10:02";"Infracciones y Sanciones";"_Z";"_Z";"_U"
4766;"Expedientes sancionadores";"Expediente sancionador en materia de empleo por infracciones en el orden social";"Servicio Canario de Empleo (SCE)";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Servicio Canario de Empleo (SCE) >> Secretaría General >> Servicio de Régimen Jurídico";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"COMUN";"Nivel 4: Tramitación electrónica completa";"281316";"2022-07-12 22:00:10.284";"2022-07-12 12:48:52.364";"12/07/2022 12:48";"Infracciones y Sanciones";"_Z";"_Z";"_U"
4766;"Expedientes sancionadores";"Expediente sancionador en materia de empleo por infracciones en el orden social";"Servicio Canario de Empleo (SCE)";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Servicio Canario de Empleo (SCE) >> Secretaría General >> Servicio de Régimen Jurídico";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"OFICIO";"COMUN";"Nivel 4: Tramitación electrónica completa";"281316";"2022-07-12 22:00:10.284";"2022-07-12 12:48:52.364";"12/07/2022 12:48";"Infracciones y Sanciones";"_Z";"_Z";"_U"
4768;"Concurso para el acceso al Cuerpo General de la Policía Canaria,  Escala Ejecutiva, Empleo de Inspector, (Grupo A, Subgrupo A2)";"_U";"Dirección General de Seguridad y Emergencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Dirección General de Seguridad y Emergencia >> Policía canaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"252682";"2020-07-15 21:15:22.866";"2020-07-15 07:59:14.545";"15/07/2020 07:59";"Procesos de Selección";"01/01/3000 00:00";"31/12/3000 23:59";"_U"
4774;"Inscripción previa de instalaciones de generación gestionable en el Registro de Instalaciones de Producción Eléctrica de la Comunidad Autónoma de Canarias";"_U";"Dirección General de Energía";"Consejería de Transición Ecológica, Lucha contra el Cambio Climático y Planificación Territorial";"Gobierno de Canarias >> Consejería de Transición Ecológica, Lucha contra el Cambio Climático y Planificación Territorial >> Viceconsejería lucha contra el cambio climático >> Dirección General de Energía >> Área de Energía >> Servicio transporte y gener. en reg. ord.";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1871101";"2021-08-31 22:00:04.626";"2021-08-31 12:50:17.772";"31/08/2021 12:50";"Registros Administrativos";"_Z";"_Z";"_U"
4775;"Inscripción definitiva de instalaciones de generación gestionable en el Registro de Instalaciones de Producción Eléctrica de la Comunidad Autónoma de Canarias";"_U";"Dirección General de Energía";"Consejería de Transición Ecológica, Lucha contra el Cambio Climático y Planificación Territorial";"Gobierno de Canarias >> Consejería de Transición Ecológica, Lucha contra el Cambio Climático y Planificación Territorial >> Viceconsejería lucha contra el cambio climático >> Dirección General de Energía >> Área de Energía >> Servicio transporte y gener. en reg. ord.";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"1871100";"2021-09-03 22:00:04.777";"2021-09-03 11:52:39.411";"03/09/2021 11:52";"Registros Administrativos";"_Z";"_Z";"_U"
4776;"Prueba de aptitud para el reconocimiento de cualificaciones profesionales de guías de turismo de la Unión Europea (UE)";"_U";"Dirección General de Ordenación y Promoción Turística";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de Turismo >> Dirección General de Ordenación y Promoción Turística >> Servicio de Estudio e Investigación";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2084362";"2022-02-08 23:00:18.135";"2021-08-17 11:26:12.322";"08/02/2022 10:50";"Acreditaciones, Carnés y Habilitaciones";"_Z";"_Z";"_U"
4780;"Autorización de centros técnicos de tacógrafos.";"_U";"Dirección General de Industria";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Industria >> Área de industria >> Servicio de automóviles";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"225119";"2022-05-20 22:00:09.247";"2022-05-20 11:23:35.224";"20/05/2022 11:23";"Acreditaciones, Carnés y Habilitaciones";"_Z";"_Z";"_U"
